A股代码,A股简称,所属行业
300344,立方数科,I 信息技术
300345,华民股份,C 制造业
300346,南大光电,C 制造业
300347,泰格医药,M 科研服务
300348,长亮科技,I 信息技术
300349,金卡智能,I 信息技术
300350,华鹏飞,I 信息技术
300351,永贵电器,C 制造业
300352,北信源,I 信息技术
300353,东土科技,C 制造业
300354,东华测试,C 制造业
300355,蒙草生态,N 公共环保
300357,我武生物,C 制造业
300358,楚天科技,C 制造业
300359,全通教育,I 信息技术
300360,炬华科技,C 制造业
300363,博腾股份,C 制造业
300364,中文在线,R 文化传播
300365,恒华科技,I 信息技术
300366,创意信息,I 信息技术
300368,汇金股份,C 制造业
300369,绿盟科技,I 信息技术
300370,安控科技,C 制造业
300371,汇中股份,C 制造业
300373,扬杰科技,C 制造业
300374,中铁装配,C 制造业
300375,鹏翎股份,C 制造业
300376,易事特,C 制造业
300377,赢时胜,I 信息技术
300378,鼎捷软件,I 信息技术
300379,东方通,I 信息技术
300380,安硕信息,I 信息技术
300381,溢多利,C 制造业
300382,斯莱克,C 制造业
300383,光环新网,I 信息技术
300384,三联虹普,M 科研服务
300385,雪浪环境,C 制造业
300386,飞天诚信,I 信息技术
300387,富邦股份,C 制造业
300388,节能国祯,N 公共环保
300389,艾比森,C 制造业
300390,天华新能,C 制造业
300391,长药控股,C 制造业
300393,中来股份,C 制造业
300394,天孚通信,C 制造业
300395,菲利华,C 制造业
300396,迪瑞医疗,C 制造业
300397,天和防务,C 制造业
300398,飞凯材料,C 制造业
300399,天利科技,I 信息技术
300400,劲拓股份,C 制造业
300401,花园生物,C 制造业
300402,宝色股份,C 制造业
300403,汉宇集团,C 制造业
300404,博济医药,M 科研服务
300405,科隆股份,C 制造业
300406,九强生物,C 制造业
300407,凯发电气,C 制造业
300408,三环集团,C 制造业
300409,道氏技术,C 制造业
300410,正业科技,C 制造业
300411,金盾股份,C 制造业
300412,迦南科技,C 制造业
300413,芒果超媒,R 文化传播
300414,中光防雷,C 制造业
300415,伊之密,C 制造业
300416,苏试试验,M 科研服务
300417,南华仪器,C 制造业
300418,昆仑万维,I 信息技术
300419,浩丰科技,I 信息技术
300420,五洋停车,C 制造业
300421,力星股份,C 制造业
300422,博世科,N 公共环保
300423,昇辉科技,C 制造业
300424,航新科技,C 制造业
300425,中建环能,C 制造业
300426,唐德影视,R 文化传播
300427,*ST红相,C 制造业
300428,立中集团,C 制造业
300429,强力新材,C 制造业
300430,诚益通,C 制造业
300432,富临精工,C 制造业
300433,蓝思科技,C 制造业
300434,金石亚药,C 制造业
300435,中泰股份,D 水电煤气
300436,广生堂,C 制造业
300437,清水源,C 制造业
300438,鹏辉能源,C 制造业
300439,美康生物,C 制造业
300440,运达科技,I 信息技术
300441,鲍斯股份,C 制造业
300442,润泽科技,C 制造业
300443,金雷股份,C 制造业
300444,双杰电气,C 制造业
300445,康斯特,C 制造业
300446,乐凯新材,C 制造业
300447,全信股份,C 制造业
300448,浩云科技,I 信息技术
300449,汉邦高科,C 制造业
300450,先导智能,C 制造业
300451,创业慧康,I 信息技术
300452,山河药辅,C 制造业
300453,三鑫医疗,C 制造业
300454,深信服,I 信息技术
300455,航天智装,C 制造业
300456,赛微电子,C 制造业
300457,赢合科技,C 制造业
300458,全志科技,C 制造业
300459,汤姆猫,I 信息技术
300460,惠伦晶体,C 制造业
300461,田中精机,C 制造业
300462,华铭智能,C 制造业
300463,迈克生物,C 制造业
300464,星徽股份,F 批发零售
300465,高伟达,I 信息技术
300466,赛摩智能,C 制造业
300467,迅游科技,I 信息技术
300468,四方精创,I 信息技术
300469,信息发展,I 信息技术
300470,中密控股,C 制造业
300471,厚普股份,C 制造业
300472,新元科技,C 制造业
300473,德尔股份,C 制造业
300474,景嘉微,C 制造业
300475,香农芯创,F 批发零售
300476,胜宏科技,C 制造业
300477,合纵科技,C 制造业
300478,杭州高新,C 制造业
300479,神思电子,C 制造业
300480,光力科技,C 制造业
300481,濮阳惠成,C 制造业
300482,万孚生物,C 制造业
300483,首华燃气,B 采矿业
300484,蓝海华腾,C 制造业
300485,赛升药业,C 制造业
300486,东杰智能,C 制造业
300487,蓝晓科技,C 制造业
300488,恒锋工具,C 制造业
300489,光智科技,C 制造业
300490,华自科技,C 制造业
300491,通合科技,C 制造业
300492,华图山鼎,M 科研服务
300493,润欣科技,I 信息技术
300494,盛天网络,I 信息技术
300495,*ST美尚,N 公共环保
300496,中科创达,I 信息技术
300497,富祥药业,C 制造业
300498,温氏股份,A 农林牧渔
300499,高澜股份,C 制造业
300500,启迪设计,M 科研服务
300501,海顺新材,C 制造业
300502,新易盛,C 制造业
300503,昊志机电,C 制造业
300504,天邑股份,C 制造业
300505,川金诺,C 制造业
300506,名家汇,E 建筑业
300507,苏奥传感,C 制造业
300508,维宏股份,I 信息技术
300509,新美星,C 制造业
300510,金冠股份,C 制造业
300511,雪榕生物,A 农林牧渔
300512,中亚股份,C 制造业
300513,恒实科技,I 信息技术
300514,友讯达,C 制造业
300515,三德科技,C 制造业
300516,久之洋,C 制造业
300517,海波重科,E 建筑业
300518,盛讯达,I 信息技术
300519,新光药业,C 制造业
300520,科大国创,I 信息技术
300521,爱司凯,C 制造业
300522,世名科技,C 制造业
300523,辰安科技,I 信息技术
300525,博思软件,I 信息技术
300527,中船应急,C 制造业
300528,幸福蓝海,R 文化传播
300529,健帆生物,C 制造业
300530,领湃科技,C 制造业
300531,优博讯,C 制造业
300532,今天国际,I 信息技术
300533,冰川网络,I 信息技术
300534,陇神戎发,C 制造业
300535,达威股份,C 制造业
300536,农尚环境,E 建筑业
300537,广信材料,C 制造业
300538,同益股份,F 批发零售
300539,横河精密,C 制造业
300540,蜀道装备,C 制造业
300541,先进数通,I 信息技术
300542,新晨科技,I 信息技术
300543,朗科智能,C 制造业
300545,联得装备,C 制造业
300546,雄帝科技,C 制造业
300547,川环科技,C 制造业
300548,博创科技,C 制造业
300549,优德精密,C 制造业
300550,和仁科技,I 信息技术
300551,古鳌科技,C 制造业
300552,万集科技,I 信息技术
300553,集智股份,C 制造业
300554,三超新材,C 制造业
300555,ST路通,C 制造业
300556,丝路视觉,I 信息技术
300557,理工光科,C 制造业
300558,贝达药业,C 制造业
300559,佳发教育,I 信息技术
300560,中富通,I 信息技术
300561,汇金科技,I 信息技术
300562,乐心医疗,C 制造业
300563,神宇股份,C 制造业
300564,筑博设计,M 科研服务
300565,科信技术,C 制造业
300566,激智科技,C 制造业
300567,精测电子,C 制造业
300568,星源材质,C 制造业
300569,天能重工,C 制造业
300570,太辰光,C 制造业
300571,平治信息,I 信息技术
300572,安车检测,C 制造业
300573,兴齐眼药,C 制造业
300575,中旗股份,C 制造业
300576,容大感光,C 制造业
300577,开润股份,C 制造业
300578,会畅通讯,I 信息技术
300579,数字认证,I 信息技术
300580,贝斯特,C 制造业
300581,晨曦航空,C 制造业
300582,英飞特,C 制造业
300583,赛托生物,C 制造业
300584,海辰药业,C 制造业
300585,奥联电子,C 制造业
300586,美联新材,C 制造业
300587,天铁股份,C 制造业
300588,熙菱信息,I 信息技术
300589,江龙船艇,C 制造业
300590,移为通信,C 制造业
300591,万里马,C 制造业
300592,华凯易佰,F 批发零售
300593,新雷能,C 制造业
300594,朗进科技,C 制造业
300595,欧普康视,C 制造业
300596,利安隆,C 制造业
300597,吉大通信,I 信息技术
300598,诚迈科技,I 信息技术
300599,雄塑科技,C 制造业
300600,国瑞科技,C 制造业
300601,康泰生物,C 制造业
300602,飞荣达,C 制造业
300603,立昂技术,I 信息技术
300604,长川科技,C 制造业
300605,恒锋信息,I 信息技术
300606,金太阳,C 制造业
300607,拓斯达,C 制造业
300608,思特奇,I 信息技术
300609,汇纳科技,I 信息技术
300610,晨化股份,C 制造业
300611,美力科技,C 制造业
300612,宣亚国际,L 商务服务
300613,富瀚微,I 信息技术
300614,百川畅银,N 公共环保
300615,欣天科技,C 制造业
300616,尚品宅配,C 制造业
300617,安靠智电,C 制造业
300618,寒锐钴业,C 制造业
300619,金银河,C 制造业
300620,光库科技,C 制造业
300621,维业股份,E 建筑业
300622,博士眼镜,F 批发零售
300623,捷捷微电,C 制造业
300624,万兴科技,I 信息技术
300625,三雄极光,C 制造业
300626,华瑞股份,C 制造业
300627,华测导航,C 制造业
300628,亿联网络,C 制造业
300629,新劲刚,C 制造业
300630,普利制药,C 制造业
300631,久吾高科,C 制造业
300632,光莆股份,C 制造业
300633,开立医疗,C 制造业
300634,彩讯股份,I 信息技术
300635,中达安,M 科研服务
300636,同和药业,C 制造业
300637,扬帆新材,C 制造业
300638,广和通,C 制造业
300639,凯普生物,C 制造业
300640,德艺文创,C 制造业
300641,正丹股份,C 制造业
300642,透景生命,C 制造业
300643,万通智控,C 制造业
300644,南京聚隆,C 制造业
300645,正元智慧,I 信息技术
300647,超频三,C 制造业
300648,星云股份,C 制造业
300649,杭州园林,E 建筑业
300650,太龙股份,F 批发零售
300651,金陵体育,C 制造业
300652,雷迪克,C 制造业
300653,正海生物,C 制造业
300654,世纪天鸿,R 文化传播
300655,晶瑞电材,C 制造业
300656,民德电子,C 制造业
300657,弘信电子,C 制造业
300658,延江股份,C 制造业
300659,中孚信息,I 信息技术
300660,江苏雷利,C 制造业
300661,圣邦股份,C 制造业
300662,科锐国际,L 商务服务
300663,科蓝软件,I 信息技术
300664,鹏鹞环保,N 公共环保
300665,飞鹿股份,C 制造业
300666,江丰电子,C 制造业
300667,必创科技,C 制造业
300668,杰恩设计,M 科研服务
300669,沪宁股份,C 制造业
300670,大烨智能,C 制造业
300671,富满微,I 信息技术
300672,国科微,C 制造业
300673,佩蒂股份,C 制造业
300674,宇信科技,I 信息技术
300675,建科院,M 科研服务
300676,华大基因,M 科研服务
300677,英科医疗,C 制造业
300678,中科信息,I 信息技术
300679,电连技术,C 制造业
300680,隆盛科技,C 制造业
300681,英搏尔,C 制造业
300682,朗新科技,I 信息技术
300683,海特生物,C 制造业
300684,中石科技,C 制造业
300685,艾德生物,C 制造业
300686,智动力,C 制造业
300687,赛意信息,I 信息技术
300688,创业黑马,L 商务服务
300689,澄天伟业,C 制造业
300690,双一科技,C 制造业
300691,联合光电,C 制造业
300692,中环环保,N 公共环保
300693,盛弘股份,C 制造业
300694,蠡湖股份,C 制造业
300695,兆丰股份,C 制造业
300696,爱乐达,C 制造业
300697,电工合金,C 制造业
300698,万马科技,C 制造业
300699,光威复材,C 制造业
300700,岱勒新材,C 制造业
300701,森霸传感,C 制造业
300702,天宇股份,C 制造业
300703,创源股份,C 制造业
300705,九典制药,C 制造业
300706,阿石创,C 制造业
300707,威唐工业,C 制造业
300708,聚灿光电,C 制造业
300709,精研科技,C 制造业
300710,万隆光电,C 制造业
300711,广哈通信,C 制造业
300712,永福股份,E 建筑业
300713,英可瑞,C 制造业
300715,凯伦股份,C 制造业
300716,泉为科技,C 制造业
300717,华信新材,C 制造业
300718,长盛轴承,C 制造业
300719,安达维尔,C 制造业
300720,海川智能,C 制造业
300721,怡达股份,C 制造业
300722,新余国科,C 制造业
300723,一品红,C 制造业
300724,捷佳伟创,C 制造业
300725,药石科技,C 制造业
300726,宏达电子,C 制造业
300727,润禾材料,C 制造业
300729,乐歌股份,C 制造业
300730,科创信息,I 信息技术
300731,科创新源,C 制造业
300732,设研院,M 科研服务
300733,西菱动力,C 制造业
300735,光弘科技,C 制造业
300736,百邦科技,O 居民服务
300737,科顺股份,C 制造业
300738,奥飞数据,I 信息技术
300739,明阳电路,C 制造业
300740,水羊股份,C 制造业
300741,华宝股份,C 制造业
300742,*ST越博,C 制造业
300743,天地数码,C 制造业
300745,欣锐科技,C 制造业
300746,汉嘉设计,M 科研服务
300747,锐科激光,C 制造业
300748,金力永磁,C 制造业
300749,顶固集创,C 制造业
300750,宁德时代,C 制造业
300751,迈为股份,C 制造业
300752,隆利科技,C 制造业
300753,爱朋医疗,C 制造业
300755,华致酒行,F 批发零售
300756,金马游乐,C 制造业
300757,罗博特科,C 制造业
300758,七彩化学,C 制造业
300759,康龙化成,M 科研服务
300760,迈瑞医疗,C 制造业
300761,立华股份,A 农林牧渔
300762,上海瀚讯,C 制造业
300763,锦浪科技,C 制造业
300765,新诺威,C 制造业
300766,每日互动,I 信息技术
300767,震安科技,C 制造业
300768,迪普科技,I 信息技术
300769,德方纳米,C 制造业
300770,新媒股份,I 信息技术
300771,智莱科技,C 制造业
300772,运达股份,C 制造业
300773,拉卡拉,I 信息技术
300774,倍杰特,N 公共环保
300775,三角防务,C 制造业
300776,帝尔激光,C 制造业
300777,中简科技,C 制造业
300778,新城市,M 科研服务
300779,惠城环保,C 制造业
300780,德恩精工,C 制造业
300781,因赛集团,L 商务服务
300782,卓胜微,C 制造业
300783,三只松鼠,F 批发零售
300785,值得买,I 信息技术
300786,国林科技,C 制造业
300787,海能实业,C 制造业
300788,中信出版,R 文化传播
300789,唐源电气,I 信息技术
300790,宇瞳光学,C 制造业
300791,仙乐健康,C 制造业
300792,壹网壹创,I 信息技术
300793,佳禾智能,C 制造业
300795,米奥会展,L 商务服务
300796,贝斯美,C 制造业
300797,钢研纳克,M 科研服务
300798,锦鸡股份,C 制造业
300799,*ST左江,I 信息技术
300800,力合科技,C 制造业
300801,泰和科技,C 制造业
300802,矩子科技,C 制造业
300803,指南针,J 金融业
300804,广康生化,C 制造业
300805,电声股份,L 商务服务
300806,斯迪克,C 制造业
300807,天迈科技,C 制造业
300808,久量股份,C 制造业
300809,华辰装备,C 制造业
300810,中科海讯,I 信息技术
300811,铂科新材,C 制造业
300812,易天股份,C 制造业
300813,泰林生物,C 制造业
300814,中富电路,C 制造业
300815,玉禾田,N 公共环保
300816,艾可蓝,N 公共环保
300817,双飞股份,C 制造业
300818,耐普矿机,C 制造业
300819,聚杰微纤,C 制造业
300820,英杰电气,C 制造业
300821,东岳硅材,C 制造业
300822,贝仕达克,C 制造业
300823,建科机械,C 制造业
300824,北鼎股份,C 制造业
300825,阿尔特,M 科研服务
300826,测绘股份,M 科研服务
300827,上能电气,C 制造业
300828,锐新科技,C 制造业
300829,金丹科技,C 制造业
300830,金现代,I 信息技术
300831,派瑞股份,C 制造业
300832,新产业,C 制造业
300833,浩洋股份,C 制造业
300834,星辉环材,C 制造业
300835,龙磁科技,C 制造业
300836,佰奥智能,C 制造业
300837,浙矿股份,C 制造业
300838,浙江力诺,C 制造业
300839,博汇股份,C 制造业
300840,酷特智能,C 制造业
300841,康华生物,C 制造业
300842,帝科股份,C 制造业
300843,胜蓝股份,C 制造业
300844,山水比德,M 科研服务
300845,捷安高科,I 信息技术
300846,首都在线,I 信息技术
300847,中船汉光,C 制造业
300848,美瑞新材,C 制造业
300849,锦盛新材,C 制造业
300850,新强联,C 制造业
300851,交大思诺,I 信息技术
300852,四会富仕,C 制造业
300853,申昊科技,C 制造业
300854,中兰环保,N 公共环保
300855,图南股份,C 制造业
300856,科思股份,C 制造业
300857,协创数据,C 制造业
300858,科拓生物,C 制造业
300859,*ST西域,N 公共环保
300860,锋尚文化,R 文化传播
300861,美畅股份,C 制造业
300862,蓝盾光电,C 制造业
300863,卡倍亿,C 制造业
300864,南大环境,N 公共环保
300865,大宏立,C 制造业
300866,安克创新,C 制造业
300867,圣元环保,N 公共环保
300868,杰美特,C 制造业
300869,康泰医学,C 制造业
300870,欧陆通,C 制造业
300871,回盛生物,C 制造业
300872,天阳科技,I 信息技术
300873,海晨股份,G 运输仓储
300875,捷强装备,C 制造业
300876,蒙泰高新,C 制造业
300877,金春股份,C 制造业
300878,维康药业,C 制造业
300879,大叶股份,C 制造业
300880,迦南智能,C 制造业
300881,盛德鑫泰,C 制造业
300882,万胜智能,C 制造业
300883,龙利得,C 制造业
300884,狄耐克,C 制造业
300885,海昌新材,C 制造业
300886,华业香料,C 制造业
300887,谱尼测试,M 科研服务
300888,稳健医疗,C 制造业
300889,爱克股份,C 制造业
300890,翔丰华,C 制造业
300891,惠云钛业,C 制造业
300892,品渥食品,F 批发零售
300893,松原股份,C 制造业
300894,火星人,C 制造业
300895,铜牛信息,I 信息技术
300896,爱美客,C 制造业
300897,山科智能,C 制造业
300898,熊猫乳品,C 制造业
300899,上海凯鑫,N 公共环保
300900,广联航空,C 制造业
300901,中胤时尚,M 科研服务
300902,国安达,C 制造业
300903,科翔股份,C 制造业
300904,威力传动,C 制造业
300905,宝丽迪,C 制造业
300906,日月明,C 制造业
300907,康平科技,C 制造业
300908,仲景食品,C 制造业
300909,汇创达,C 制造业
300910,瑞丰新材,C 制造业
300911,亿田智能,C 制造业
300912,凯龙高科,N 公共环保
300913,兆龙互连,C 制造业
300915,海融科技,C 制造业
300916,朗特智能,C 制造业
300917,特发服务,K 房地产
300918,南山智尚,C 制造业
300919,中伟股份,C 制造业
300920,润阳科技,C 制造业
300921,南凌科技,I 信息技术
300922,天秦装备,C 制造业
300923,研奥股份,C 制造业
300925,法本信息,I 信息技术
300926,博俊科技,C 制造业
300927,江天化学,C 制造业
300928,华安鑫创,M 科研服务
300929,华骐环保,N 公共环保
300930,屹通新材,C 制造业
300931,通用电梯,C 制造业
300932,三友联众,C 制造业
300933,中辰股份,C 制造业
300935,盈建科,I 信息技术
300936,中英科技,C 制造业
300937,药易购,F 批发零售
300938,信测标准,M 科研服务
300939,秋田微,C 制造业
300940,南极光,C 制造业
300941,创识科技,I 信息技术
300942,易瑞生物,C 制造业
300943,春晖智控,C 制造业
300945,曼卡龙,F 批发零售
300946,恒而达,C 制造业
300947,德必集团,L 商务服务
300948,冠中生态,N 公共环保
300949,奥雅股份,M 科研服务
300950,德固特,C 制造业
300951,博硕科技,C 制造业
300952,恒辉安防,C 制造业
300953,震裕科技,C 制造业
300955,嘉亨家化,C 制造业
300956,英力股份,C 制造业
300957,贝泰妮,C 制造业
300958,建工修复,N 公共环保
300959,线上线下,I 信息技术
300960,通业科技,C 制造业
300961,深水海纳,N 公共环保
300962,中金辐照,C 制造业
300963,中洲特材,C 制造业
300964,本川智能,C 制造业
300965,恒宇信通,C 制造业
300966,共同药业,C 制造业
300967,晓鸣股份,A 农林牧渔
300968,格林精密,C 制造业
300969,恒帅股份,C 制造业
300970,华绿生物,A 农林牧渔
300971,博亚精工,C 制造业
300972,万辰集团,A 农林牧渔
300973,立高食品,C 制造业
300975,商络电子,F 批发零售
300976,达瑞电子,C 制造业
300977,深圳瑞捷,M 科研服务
300978,东箭科技,C 制造业
300979,华利集团,C 制造业
300980,祥源新材,C 制造业
300981,中红医疗,C 制造业
300982,苏文电能,E 建筑业
300983,尤安设计,M 科研服务
300984,金沃股份,C 制造业
300985,致远新能,C 制造业
300986,志特新材,C 制造业
300987,川网传媒,I 信息技术
300988,津荣天宇,C 制造业
300989,蕾奥规划,M 科研服务
300990,同飞股份,C 制造业
300991,创益通,C 制造业
300992,泰福泵业,C 制造业
300993,玉马遮阳,C 制造业
300994,久祺股份,C 制造业
300995,奇德新材,C 制造业
300996,普联软件,I 信息技术
300997,欢乐家,C 制造业
300998,宁波方正,C 制造业
300999,金龙鱼,C 制造业
301000,肇民科技,C 制造业
301001,凯淳股份,I 信息技术
301002,崧盛股份,C 制造业
301003,江苏博云,C 制造业
301004,嘉益股份,C 制造业
301005,超捷股份,C 制造业
301006,迈拓股份,C 制造业
301007,德迈仕,C 制造业
301008,宏昌科技,C 制造业
301009,可靠股份,C 制造业
301010,晶雪节能,C 制造业
301011,华立科技,C 制造业
301012,扬电科技,C 制造业
301013,利和兴,C 制造业
301015,百洋医药,F 批发零售
301016,雷尔伟,C 制造业
301017,漱玉平民,F 批发零售
301018,申菱环境,C 制造业
301019,宁波色母,C 制造业
301020,密封科技,C 制造业
301021,英诺激光,C 制造业
301022,海泰科,C 制造业
301023,江南奕帆,C 制造业
301024,霍普股份,M 科研服务
301025,读客文化,R 文化传播
301026,浩通科技,C 制造业
301027,华蓝集团,M 科研服务
301028,东亚机械,C 制造业
301029,怡合达,C 制造业
301030,仕净科技,C 制造业
301031,中熔电气,C 制造业
301032,新柴股份,C 制造业
301033,迈普医学,C 制造业
301035,润丰股份,C 制造业
301036,双乐股份,C 制造业
301037,保立佳,C 制造业
301038,深水规院,M 科研服务
301039,中集车辆,C 制造业
301040,中环海陆,C 制造业
301041,金百泽,C 制造业
301042,安联锐视,C 制造业
301043,绿岛风,C 制造业
301045,天禄科技,C 制造业
301046,能辉科技,M 科研服务
301047,义翘神州,M 科研服务
301048,金鹰重工,C 制造业
301049,超越科技,N 公共环保
301050,雷电微力,C 制造业
301051,信濠光电,C 制造业
301052,果麦文化,R 文化传播
301053,远信工业,C 制造业
301055,张小泉,C 制造业
301056,森赫股份,C 制造业
301057,汇隆新材,C 制造业
301058,中粮科工,M 科研服务
301059,金三江,C 制造业
301060,兰卫医学,Q 卫生
301061,匠心家居,C 制造业
301062,上海艾录,C 制造业
301063,海锅股份,C 制造业
301065,本立科技,C 制造业
301066,万事利,C 制造业
301067,显盈科技,C 制造业
301068,大地海洋,C 制造业
301069,凯盛新材,C 制造业
301070,开勒股份,C 制造业
301071,力量钻石,C 制造业
301072,中捷精工,C 制造业
301073,君亭酒店,H 住宿餐饮
301075,多瑞医药,C 制造业
301076,新瀚新材,C 制造业
301077,星华新材,C 制造业
301078,孩子王,F 批发零售
301079,邵阳液压,C 制造业
301080,百普赛斯,M 科研服务
301081,严牌股份,C 制造业
301082,久盛电气,C 制造业
301083,百胜智能,C 制造业
301085,亚康股份,F 批发零售
301086,鸿富瀚,C 制造业
301087,可孚医疗,C 制造业
301088,戎美股份,F 批发零售
301089,拓新药业,C 制造业
301090,华润材料,C 制造业
301091,深城交,M 科研服务
301092,争光股份,C 制造业
301093,华兰股份,C 制造业
301095,广立微,I 信息技术
301096,百诚医药,M 科研服务
301097,天益医疗,C 制造业
301098,金埔园林,E 建筑业
301099,雅创电子,F 批发零售
301100,风光股份,C 制造业
301101,明月镜片,C 制造业
301102,兆讯传媒,L 商务服务
301103,何氏眼科,Q 卫生
301105,鸿铭股份,C 制造业
301106,骏成科技,C 制造业
301107,瑜欣电子,C 制造业
301108,洁雅股份,C 制造业
301109,军信股份,N 公共环保
301110,青木股份,I 信息技术
301111,粤万年青,C 制造业
301112,信邦智能,C 制造业
301113,雅艺科技,C 制造业
301115,建科股份,M 科研服务
301116,益客食品,C 制造业
301117,佳缘科技,I 信息技术
301118,恒光股份,C 制造业
301119,正强股份,C 制造业
301120,新特电气,C 制造业
301121,紫建电子,C 制造业
301122,采纳股份,C 制造业
301123,奕东电子,C 制造业
301125,腾亚精工,C 制造业
301126,达嘉维康,F 批发零售
301127,天源环保,N 公共环保
301128,强瑞技术,C 制造业
301129,瑞纳智能,C 制造业
301130,西点药业,C 制造业
301131,聚赛龙,C 制造业
301132,满坤科技,C 制造业
301133,金钟股份,C 制造业
301135,瑞德智能,C 制造业
301136,招标股份,M 科研服务
301137,哈焊华通,C 制造业
301138,华研精机,C 制造业
301139,元道通信,I 信息技术
301141,中科磁业,C 制造业
301148,嘉戎技术,N 公共环保
301149,隆华新材,C 制造业
301150,中一科技,C 制造业
301151,冠龙节能,C 制造业
301152,天力锂能,C 制造业
301153,中科江南,I 信息技术
301155,海力风电,C 制造业
301156,美农生物,C 制造业
301157,华塑科技,C 制造业
301158,德石股份,C 制造业
301159,三维天地,I 信息技术
301160,翔楼新材,C 制造业
301161,唯万密封,C 制造业
301162,国能日新,I 信息技术
301163,宏德股份,C 制造业
301165,锐捷网络,C 制造业
301166,优宁维,F 批发零售
301167,建研设计,M 科研服务
301168,通灵股份,C 制造业
301169,零点有数,L 商务服务
301170,锡南科技,C 制造业
301171,易点天下,I 信息技术
301172,君逸数码,I 信息技术
301175,中科环保,N 公共环保
301176,逸豪新材,C 制造业
301177,迪阿股份,F 批发零售
301178,天亿马,I 信息技术
301179,泽宇智能,I 信息技术
301180,万祥科技,C 制造业
301181,标榜股份,C 制造业
301182,凯旺科技,C 制造业
301183,东田微,C 制造业
301185,鸥玛软件,I 信息技术
301186,超达装备,C 制造业
301187,欧圣电气,C 制造业
301188,力诺特玻,C 制造业
301189,奥尼电子,C 制造业
301190,善水科技,C 制造业
301191,菲菱科思,C 制造业
301192,泰祥股份,C 制造业
301193,家联科技,C 制造业
301195,北路智控,I 信息技术
301196,唯科科技,C 制造业
301197,工大科雅,I 信息技术
301198,喜悦智行,C 制造业
301199,迈赫股份,C 制造业
301200,大族数控,C 制造业
301201,诚达药业,C 制造业
301202,朗威股份,C 制造业
301203,国泰环保,N 公共环保
301205,联特科技,C 制造业
301206,三元生物,C 制造业
301207,华兰疫苗,C 制造业
301208,中亦科技,I 信息技术
301209,联合化学,C 制造业
301210,金杨股份,C 制造业
301211,亨迪药业,C 制造业
301212,联盛化学,C 制造业
301213,观想科技,I 信息技术
301215,中汽股份,M 科研服务
301216,万凯新材,C 制造业
301217,铜冠铜箔,C 制造业
301218,华是科技,I 信息技术
301219,腾远钴业,C 制造业
301220,亚香股份,C 制造业
301221,光庭信息,I 信息技术
301222,浙江恒威,C 制造业
301223,中荣股份,C 制造业
301225,恒勃股份,C 制造业
301226,祥明智能,C 制造业
301227,森鹰窗业,C 制造业
301228,实朴检测,M 科研服务
301229,纽泰格,C 制造业
301230,泓博医药,M 科研服务
301231,荣信文化,R 文化传播
301232,飞沃科技,C 制造业
301233,盛帮股份,C 制造业
301234,五洲医疗,C 制造业
301235,华康医疗,M 科研服务
301236,软通动力,I 信息技术
301237,和顺科技,C 制造业
301238,瑞泰新材,C 制造业
301239,普瑞眼科,Q 卫生
301246,宏源药业,C 制造业
301248,杰创智能,I 信息技术
301251,威尔高,C 制造业
301252,同星科技,C 制造业
301255,通力科技,C 制造业
301256,华融化学,C 制造业
301257,普蕊斯,M 科研服务
301258,富士莱,C 制造业
301259,艾布鲁,N 公共环保
301260,格力博,C 制造业
301261,恒工精密,C 制造业
301262,海看股份,I 信息技术
301263,泰恩康,F 批发零售
301265,华新环保,C 制造业
301266,宇邦新材,C 制造业
301267,华厦眼科,Q 卫生
301268,铭利达,C 制造业
301269,华大九天,I 信息技术
301270,汉仪股份,I 信息技术
301272,英华特,C 制造业
301273,瑞晨环保,C 制造业
301276,嘉曼服饰,C 制造业
301277,新天地,C 制造业
301278,快可电子,C 制造业
301279,金道科技,C 制造业
301280,珠城科技,C 制造业
301281,科源制药,C 制造业
301282,金禄电子,C 制造业
301283,聚胶股份,C 制造业
301285,鸿日达,C 制造业
301286,侨源股份,C 制造业
301287,康力源,C 制造业
301288,清研环境,C 制造业
301289,国缆检测,M 科研服务
301290,东星医疗,C 制造业
301291,明阳电气,C 制造业
301292,海科新源,C 制造业
301293,三博脑科,Q 卫生
301295,美硕科技,C 制造业
301296,新巨丰,C 制造业
301297,富乐德,M 科研服务
301298,东利机械,C 制造业
301299,卓创资讯,I 信息技术
301300,远翔新材,C 制造业
301301,川宁生物,C 制造业
301302,华如科技,I 信息技术
301303,真兰仪表,C 制造业
301305,朗坤环境,N 公共环保
301306,西测测试,M 科研服务
301307,美利信,C 制造业
301308,江波龙,C 制造业
301309,万得凯,C 制造业
301310,鑫宏业,C 制造业
301311,昆船智能,C 制造业
301312,智立方,C 制造业
301313,凡拓数创,I 信息技术
301314,科瑞思,C 制造业
301315,威士顿,I 信息技术
301316,慧博云通,I 信息技术
301317,鑫磊股份,C 制造业
301318,维海德,C 制造业
301319,唯特偶,C 制造业
301320,豪江智能,C 制造业
301321,翰博高新,C 制造业
301322,绿通科技,C 制造业
301323,新莱福,C 制造业
301325,曼恩斯特,C 制造业
301326,捷邦科技,C 制造业
301327,华宝新能,C 制造业
301328,维峰电子,C 制造业
301329,信音电子,C 制造业
301330,熵基科技,C 制造业
301331,恩威医药,C 制造业
301332,德尔玛,C 制造业
301333,诺思格,M 科研服务
301335,天元宠物,C 制造业
301336,趣睡科技,C 制造业
301337,亚华电子,I 信息技术
