code2,hyname
000780,紫光系
000782,股权转让，智能医疗，锦纶
000783,富时罗素概念股，MSCI概念，标普道琼斯A股，参股新三板，举牌
000785,新零售，股权转让，阿里巴巴概念，商超百货，地方国资改革，武汉自贸区，湖北国资改革
000786,装配式建筑，富时罗素概念股，雄安新区，参股新三板，MSCI预期，标普道琼斯A股，中材系，雄安基建，绿色消费，建筑节能，绿色建筑，低碳，机构重仓
000788,高校，民营医院，医药电商，证金持股，人脑工程，维生素，抗癌，医保目录，成渝特区，鼠疫
000789,水泥，富时罗素概念股，标普道琼斯A股
000790,超级真菌，眼科医疗，生物医药，仿制药，单抗，兽药，抗癌，钢结构，医保目录，流感
000791,风电，新能源，甘肃国资改革，地方国资改革
000792,稀缺资源，ST板块，锂电池，硫酸钾，锂电原料，盐湖提锂，钾离子电池，盐酸，地方国资改革
000793,文化传媒，创投，虚拟现实，参股券商，参股新三板，车联网，央企国资改革，边缘计算，超清视频，区块链，期货概念，稀土永磁，标普道琼斯A股，动漫，海南自贸区，平面媒体，TMT，海南旅游岛
000795,稀土永磁，小金属概念，新材料概念，新能源汽车，苹果概念，军工，新能源
000796,在线旅游，金改，体育产业，标普道琼斯A股，旅游，融资租赁，奥运会，游轮，移动互联网，冬奥会，机构重仓，海航系
000797,京津冀一体化，一带一路，标普道琼斯A股，土地流转，富时罗素概念股，中非合作，基建工程，中央政务区，首都副中心，聚土地概念，海峡西岸，地方国资改革，北京环球影城
000798,参股保险，舟山新区，海洋经济
000799,白酒概念，富时罗素概念股，标普道琼斯A股，中粮系
000800,网约车，新能源汽车，央企国资改革，车联网，智能交通，富时罗素概念股，华为概念，标普道琼斯A股，智能汽车，新能源整车，共享汽车，共享经济，阅兵，汽车制造概念
000801,军民融合，大飞机，5G，超清视频，华为概念，智能电视，电子信息，三网融合，成渝特区，元器件，仪电仪表，地方国资改革
000802,文化传媒，富时罗素概念股，标普道琼斯A股，旅游，影视娱乐，冬奥会，北京环球影城
000803,芯片概念，光伏概念，风电，举牌，摘帽，体外诊断，成渝特区，北京国资改革，机构重仓，地方国资改革
000806,细胞免疫治疗，ST板块，生物医药，虚拟现实，创投，军民融合，华为概念，创新药，抗癌，北部湾自贸区，仪电仪表，航天军工，元器件
000807,稀缺资源，燃料电池，电力改革，新能源汽车，股权转让，央企国资改革，工业互联网，富时罗素概念股，标普道琼斯A股，氧化铝，通信基站，炭素
000809,污水处理，新型城镇化，地方国资改革
000810,柔性屏，芯片概念，百度概念，虚拟现实，OLED，独角兽概念，智能音箱，智能家居，家用电器，5G，文化传媒，超清视频，富时罗素概念股，标普道琼斯A股，三季报预增，广播电视，增强现实，OLED显示模组，VR设备，互联网电视，芯片设计，王者荣耀，智能电
000811,燃料电池，冷链物流，创投，中韩自贸区，地热能，山东国资改革，地方国资改革
000812,烟草，创投，信托概念，参股券商，职业教育，人民币升值，国际板
000813,工业大麻，新疆振兴，仿制药
000815,大数据，云计算，光伏概念，央企国资改革，人民币升值
000816,ST板块，农机，壳资源，农村电商，互联网+，乡村振兴，一号文件，小额贷款
000818,创投，燃料电池，芯片概念，金改，军工，集成电路概念，富时罗素概念股，标普道琼斯A股，兜底增持，烧碱，GPU，环氧丙烷，聚氯乙烯，TDI，液氯，盐酸
000819,央企国资改革，MTBE，液化气
000820,ST板块，固废处理，节能环保，举牌
000821,锂电池，特斯拉，独角兽概念，赛马概念，工业4.0，人工智能，光伏概念，无人机，参股券商，大疆创新概念
000822,油品改革，污水处理，基因测序，硫酸钾，硝酸钠，白炭黑，食盐，海水淡化
000823,苹果概念，5G，柔性屏，覆铜板概念，联想概念，触摸屏，元器件，广东国资改革，地方国资改革
000825,一带一路，核电，特钢概念，互联网+，军工，标普道琼斯A股，工程建材，嫦娥概念，互联网钢铁，航空航天，地方国资改革，山西国资改革
000826,垃圾分类，固废处理，美丽中国，节能环保，污水处理，PPP概念，地下管网，雄安新区，MSCI概念，乡村振兴，生物质能，高校，锂电池，富时罗素概念股，标普道琼斯A股，兜底增持，农村环境治理，危废处理，雄安环保，土壤修复，新能源，新型城镇化，垃圾发
000828,信托概念，金改，富时罗素概念股，参股新三板，参股券商，充电桩，标普道琼斯A股，春运，机构重仓，地方国资改革，广东国资改革
000829,虚拟现实，华为概念，互联网彩票，百度概念，互联网+，粤港澳大湾区，深圳国资改革，苹果概念，独角兽概念，创投，富时罗素概念股，标普道琼斯A股，三季报预增，移动互联网，众筹概念，虚拟运营商，移动转售，互联网平台，地方国资改革，广东国资改革
000830,煤化工，磷化工，生态农业，乡村振兴，MSCI预期，富时罗素概念股，标普道琼斯A股，甲酸，甲醇，烧碱，双氧水，有机硅，聚碳酸酯，化肥，尿素，地方国资改革
000831,稀土永磁，小金属概念，央企国资改革，电子商务，富时罗素概念股，标普道琼斯A股，稀土整合
000833,地方国资改革，广东国资改革，白糖，调味品
000835,文化传媒，网络游戏，举牌，幼儿教育，动漫
000836,5G，独角兽概念，股权转让，参股新三板，光纤光缆，TMT，电子信息，光纤
000837,机器人概念，工业4.0，3D打印，高端装备，军工，债转股，工业互联网，工业大麻，一带一路，机床制造，工业机器人，航天军工，地方国资改革
000838,污水处理，租售同权，固废处理，电子商务，危废处理
000839,文化传媒，虚拟现实，新能源汽车，锂电池，小金属概念，MSCI概念，富时罗素概念股，标普道琼斯A股，广播电视，VR直播，锂电制造，中概股回归，火箭军，钾离子电池
000848,富时罗素概念股，标普道琼斯A股，蚂蚁金服概念，大消费，春节概念
000850,工业大麻，小金属概念，钴，地方国资改革
000851,国产操作系统，华为概念，物联网，电子商务，创投，互联网彩票，大数据，互联网保险，央企国资改革，互联网+，物流电商平台，边缘计算，云计算，车联网，新基建，物联网感知层，移动互联网，电子标签，京东概念，IPV6，电子信息，移动转售
000852,可燃冰，两桶油改革，油品改革，页岩气，海工装备，高端装备，央企国资改革，一带一路，雄安新区，天然气，证金持股，雄安地热，油气装备，海洋经济，油页岩，煤层气
000856,雄安新区，京津冀一体化，雄安基建，北京国资改革，地方国资改革
000858,白酒概念，超级品牌，标普道琼斯A股，MSCI概念，富时罗素概念股，大消费，P2P概念，成渝特区，老字号，地方国资改革
000859,柔性屏，蓝宝石，塑料钞票，膜材料，安徽国资改革，地方国资改革
000860,白酒概念，标普道琼斯A股，猪肉，MSCI预期，富时罗素概念股，生物育种，老字号
000861,消费金融，物流电商平台，股权转让，大数据，移动支付，参股保险，富时罗素概念股，标普道琼斯A股，小额贷款，融资租赁，共享汽车，共享经济，参股民营银行，高岭土概念
000862,光伏概念，风电，一带一路，央企国资改革，新能源
000863,租售同权，文化传媒，创投，旅游，建筑节能，绿色建筑
000868,ST板块，燃料电池，新能源汽车，PPP概念，股权转让，无人驾驶，融资租赁，新能源整车，安徽国资改革，汽车制造概念，地方国资改革
000869,富时罗素概念股，证金持股，标普道琼斯A股，贸易战受益股，国际板，老字号，葡萄酒替白酒，含B股，地方国资改革，机构重仓，山东国资改革
000875,电力改革，页岩气，风电，光伏概念，PPP概念，富时罗素概念股，标普道琼斯A股，新能源，油页岩
000876,猪肉，养鸡，乳业，参股银行，农村电商，互联网+，智能穿戴，东盟自贸区，MSCI概念，乡村振兴，蚂蚁金服概念，富时罗素概念股，标普道琼斯A股，中澳自贸区，饲料，机构重仓
000877,水泥，新疆振兴，一带一路，参股券商，央企国资改革，富时罗素概念股，标普道琼斯A股，西部开发，养老金持股，工程建材，中材系
000878,稀缺资源，标普道琼斯A股，期货概念，富时罗素概念股，铜，铜冶炼
000881,核电，中韩自贸区，富时罗素概念股，标普道琼斯A股，国改双百行动，北京环球影城，大连自贸区，海洋经济
000882,网络直播，互联网金融，新零售，阿里巴巴概念，独角兽概念，区块链，富时罗素概念股，标普道琼斯A股
000883,天然气，页岩气，风电，核电，MSCI概念，央企国资改革，参股券商，富时罗素概念股，标普道琼斯A股，LNG加气站，新能源，太阳能，机构重仓
000885,垃圾发电，河南自贸区，地方国资改革，河南国资改革
000886,海南自贸区，公路建设，海南旅游岛，地方国资改革
000887,特斯拉，新能源汽车，宁德时代概念，高铁，互联网+，无人机，军工，汽车电子，充电桩，MSCI预期，富时罗素概念股，标普道琼斯A股，蔚来汽车概念，军用无人机，智能汽车，航天军工
000888,旅游，成渝特区，地方国资改革
000889,5G，互联网金融，股权转让，富时罗素概念股，标普道琼斯A股，金融科技，美团概念股
000890,超导，5G，供应链金融，独角兽概念，京东金融概念，融资租赁，光纤，4D打印
000892,文化传媒，影视娱乐
000893,新能源汽车，举牌，摘帽，贸易战受益股，汽车制造概念，供销社，厄尔尼诺概念，地沟油概念，转基因
000895,猪肉，超级品牌，MSCI概念，富时罗素概念股，标普道琼斯A股，大消费，养老金持股，国际板，机构重仓
000897,ST板块，天津自贸区，参股万达商业，稀土永磁，雄安新区，小金属概念，国改双百行动，雄安地产，地方国资改革，天津国资改革
000898,央企国资改革，MSCI概念，富时罗素概念股，标普道琼斯A股，冬奥会，互联网钢铁，铁矿石，机构重仓
000899,核电，互联网平台，新能源，机构重仓，地方国资改革
000900,参股银行，期货概念，固废处理，参股券商，垃圾分类，标普道琼斯A股，长江经济带，湖南国资改革，参股民营银行，地方国资改革
000901,大飞机，军民融合，军工，车联网，汽车电子，无人驾驶，无人机，工业互联网，富时罗素概念股，黑龙江自贸区，物联网，标普道琼斯A股，地震，振兴东北，航空航天，阅兵，航天系，军工改制，航天军工，太空互联网
000902,标普道琼斯A股，磷化工，农村电商，生态农业，电子商务，乡村振兴，数字乡村，富时罗素概念股，磷酸一铵，化肥
000903,乡村振兴，农机，参股新三板，养老金持股，云南国资改革，地方国资改革
000905,福建自贸区，一带一路，自由贸易港，三季报预增，郭台铭概念，航运港口，海峡西岸，地方国资改革
000906,电子商务，三季报预增，浙江国资改革，融资租赁，互联网钢铁，地方国资改革
000908,民营医院，健康中国，生物医药，国产伟哥，仿制药，抗癌，抗肿瘤，儿童医药医疗，创新药，医保目录
000909,芯片概念，车联网，无人驾驶，智慧城市，充电桩，物联网，超清视频，华为概念，智慧停车，智能电视，电子信息，浙江国资改革，地方国资改革
000910,标普道琼斯A股，富时罗素概念股，北京环球影城
000911,东盟自贸区，ST板块，厄尔尼诺概念，白糖，调味品，地方国资改革，秸秆综合利用
000912,煤化工，摘帽，甲醇，化肥，尿素，地方国资改革
000913,锂电池，新能源汽车，创投，智能穿戴，IGBT
000915,高校，生物医药，PM2.5，二胎概念，儿童医药医疗，脱硫脱硝，医保目录，废气处理
000917,互联网彩票，创投，网络游戏，文化传媒，参股新三板，在线旅游，在线教育，智能医疗，物联网，互联网+，智能家居，华为概念，旅游，广播电视，影视娱乐，世界杯，TMT，广告营销，参股360，中概股回归，网络视频，移动互联网，三网融合，动漫，湖南国资
000918,标普道琼斯A股，金改，富时罗素概念股，文化传媒，影视娱乐，恒大概念，新型城镇化，机构重仓
000919,民营医院，养老概念，创投，中医药，南京国资改革，医保目录，江苏国资改革，地方国资改革
000920,央企国资改革，污水处理，新材料概念，膜材料，海水淡化
000921,家用电器，电子商务，富时罗素概念股，标普道琼斯A股，世界杯，厄尔尼诺概念，机构重仓
000922,机器人概念，风电，新能源汽车，核电，央企国资改革，黑龙江自贸区，摘帽，振兴东北，节能电机
000923,创投，雄安新区，体育产业，京津冀一体化，冰雪产业，铁矿石，中非合作，雄安基建，铜冶炼，铜，冬奥会，机构重仓，地方国资改革
000925,智能交通，二维码识别，互联网+，节能环保，污水处理，PPP概念，腾讯概念，华为概念，轨道交通，新基建
000926,装配式建筑，富时罗素概念股，标普道琼斯A股，新型城镇化，多晶硅
000927,新能源汽车，央企国资改革，汽车制造概念
000928,债转股，3D打印，一带一路，富时罗素概念股，稀土永磁，标普道琼斯A股，振兴东北，国改双百行动，基建工程，稀有金属
000929,啤酒概念，污水处理，壳资源，兰州自贸区
000930,生态农业，生物质能，金改，节能环保，燃料乙醇，标普道琼斯A股，中粮系，地沟油概念
000931,创投，健康中国，养老概念，参股新三板，生物医药，京津冀一体化，雄安新区，创新药，医保目录，众筹概念，黄光裕概念，参股民营银行，抗辐射药
000932,互联网+，富时罗素概念股，军工，MSCI预期，标普道琼斯A股，湖南国资改革，西气东输，国际板，地方国资改革
000933,富时罗素概念股，标普道琼斯A股，地方国资改革
000935,创投，水泥，体育产业，富时罗素概念股，标普道琼斯A股，西部开发，机构重仓
000936,创投，宁德时代概念，金改，参股券商，共享单车，芯片概念，人工智能，独角兽概念，知识产权保护，富时罗素概念股，标普道琼斯A股，涤纶，金控平台，AI芯片，中概股回归
000937,雄安新区，富时罗素概念股，MSCI预期，标普道琼斯A股，焦煤，地方国资改革
000938,网络切片，芯片概念，国产操作系统，高校，智慧城市，智能交通，安防，云计算，参股新三板，机器人概念，大数据，人工智能，MSCI概念，5G，物联网，股权转让，富时罗素概念股，标普道琼斯A股，态势感知，物联网平台层，5G主设备，服务机器人，AI芯片，
000948,金融IC，ETC，移动支付，物联网，大数据，云计算，互联网金融，智慧城市，华为概念，独角兽概念，音乐产业，新版人民币，ATM机，去IOE，电子信息，云南国资改革，地方国资改革
000949,涤纶，粘胶短纤，地方国资改革，氨纶，油价下调
000950,超级真菌，生物医药，医药电商，医疗器械概念，基因测序，股权转让，富时罗素概念股，标普道琼斯A股，国改双百行动，地方国资改革，重庆国资改革
000951,标普道琼斯A股，无人驾驶，富时罗素概念股，中字头股票，一带一路，汽车制造概念，机构重仓
000952,湖北国资改革，维生素，医保目录，地方国资改革
000953,ST板块，壳资源，煤化工，尿素
000955,壳资源，健康中国，工业大麻，军民融合，自由贸易港，医疗器械概念，创新药，海南自贸区，中医药，埃博拉概念，海南旅游岛
000957,燃料电池，新能源汽车，新能源整车，新能源物流车，汽车制造概念
000958,光伏概念，风电，雄安新区，京津冀一体化，央企国资改革，太阳能
000959,富时罗素概念股，特斯拉，京津冀一体化，雄安新区，创投，标普道琼斯A股，厚朴系，雄安基建，新能源，铁矿石，北京国资改革，机构重仓，地方国资改革
000960,稀缺资源，小金属概念，债转股，MSCI预期，富时罗素概念股，标普道琼斯A股，国改双百行动，铟，锌电池，厄尔尼诺概念，云南国资改革，地方国资改革
000961,PPP概念，机器人概念，养老概念，参股保险，区块链，MSCI预期，富时罗素概念股，标普道琼斯A股，三季报预增，区块链应用，服务机器人，征信，海绵城市，大上海，机构重仓
000962,稀缺资源，小金属概念，超导，新材料概念，锂电池，央企国资改革，稀有金属，超级电容
000963,生物医药，标普道琼斯A股，富时罗素概念股，MSCI概念，仿制药，创新药，胰岛素，医保目录，冬虫夏草，老龄化，机构重仓
000965,雄安新区，大飞机，天津自贸区，京津冀一体化，参股券商，雄安基建，地方国资改革，天津国资改革
000966,电力改革，创投，三季报预增，养老金持股
000967,垃圾分类，固废处理，节能环保，智能电网，核电，污水处理，特色小镇，PPP概念，分拆上市意愿，轨道交通，垃圾发电
000968,煤化工，富时罗素概念股，标普道琼斯A股，养老金持股，煤层气
000969,稀土永磁，小金属概念，新材料概念，特斯拉，蓝宝石，3D打印，央企国资改革，核电，燃料电池，碳纤维，无线充电，富时罗素概念股，标普道琼斯A股，钨，钼，液态金属
000970,稀土永磁，小金属概念，新材料概念，节能环保，风电，特斯拉，富时罗素概念股，标普道琼斯A股，超级高铁，磁悬浮
000971,ST板块，网络切片，大数据，京津冀一体化，云计算，商誉减值，VPN，互联网平台
000972,新疆振兴，ST板块，新疆建设兵团，地方国资改革
000973,锂电池，新材料概念，煤化工，特斯拉，跨境电商，OLED，OLED材料，锂电隔膜，地方国资改革，物流骨干网，新能源，广东国资改革
000975,黄金概念，小金属概念，标普道琼斯A股，MSCI预期，富时罗素概念股，养老金持股，铅
000976,高铁，标普道琼斯A股，富时罗素概念股，新基建，锦纶，涤纶，口罩
000977,电子发票，国产操作系统，人工智能，云计算，国产软件，智慧城市，军工，MSCI预期，边缘计算，富时罗素概念股，标普道琼斯A股，今日头条概念，美团概念股，网易概念，机器学习，GPU，显卡，数据存储，国产替代，去IOE，IPV6，电子信息，超级计算机，地
000978,在线旅游，腾讯概念，一带一路，东盟自贸区，旅游，地方国资改革
000980,氢能源，新能源汽车，网约车，富时罗素概念股，标普道琼斯A股，融资租赁，新能源整车，汽车制造概念
000981,ST板块，高端装备，跨境电商，小金属概念，新能源汽车，物联网，汽车制造概念
000982,ST板块
000983,稀缺资源，证金持股，MSCI概念，富时罗素概念股，标普道琼斯A股，焦煤，地方国资改革，山西国资改革
000985,两桶油改革，油品改革，黑龙江自贸区，央企国资改革，振兴东北，聚丙烯
000987,宁德时代概念，债转股，独角兽概念，参股券商，新零售，富时罗素概念股，标普道琼斯A股，商品新零售，小额贷款，广东国资改革，地方国资改革，机构重仓
000988,5G，芯片概念，汽车电子，高校，3D打印，新材料概念，物联网，智慧城市，华为概念，蓝宝石，量子通信，机器人概念，工业4.0，健康中国，特斯拉，新能源汽车，创投，独角兽概念，柔性屏，富时罗素概念股，标普道琼斯A股，激光，光纤，物联网感知层，工业
000989,富时罗素概念股，人造肉，标普道琼斯A股，参股保险，干细胞，中医药，医保目录，老字号
000990,工业大麻，高校，民营医院，OLED，雄安新区，央企国资改革，富时罗素概念股，标普道琼斯A股，甲醇，OLED材料，新能源，医保目录
000993,债转股，稀土永磁，小金属概念，电力改革，风电，锂电池，宁德时代概念，智能电网，创投，福建自贸区，钼，海上风电，小额贷款，地方国资改革
000996,期货概念，互联网期货
000997,数字中国，二维码识别，移动支付，网络游戏，金融IC，物联网，智慧城市，大数据，安防，互联网金融，智能交通，互联网+，电子商务，参股新三板，电子发票，无人零售，芯片概念，MSCI预期，台湾概念股，数字乡村，富时罗素概念股，ETC，标普道琼斯A股，
000998,农业种植，玉米，乡村振兴，参股新三板，生态农业，电子商务，央企国资改革，举牌，股权转让，MSCI预期，富时罗素概念股，标普道琼斯A股，玉米种业，转基因，生物育种，安邦系
000999,禽流感，健康中国，央企国资改革，MSCI概念，富时罗素概念股，标普道琼斯A股，三季报预增，中医药，保健品，抗癌，医保目录，机构重仓
001696,燃料电池，无人机，机器人概念，东盟自贸区，军工，军民融合，通用航空，证金持股，富时罗素概念股，标普道琼斯A股，军用无人机，航空发动机，P2P概念，小额贷款，成渝特区
001872,粤港澳大湾区，富时罗素概念股，央企国资改革，一带一路，标普道琼斯A股，航运港口，含B股，机构重仓
001896,氢能源，风电，创投，电力改革，新能源，地方国资改革，低碳，河南国资改革
001965,央企国资改革，富时罗素概念股，标普道琼斯A股，养老金持股，国改双百行动，公路建设
001979,租售同权，粤港澳大湾区，MSCI概念，央企国资改革，雄安新区，富时罗素概念股，标普道琼斯A股，旅游，住房租赁，海峡西岸，游轮
002001,青蒿素，MSCI预期，富时罗素概念股，标普道琼斯A股，饲料，疟疾，维生素，抗艾滋病
002002,氢能源，燃料电池，稀土永磁，互联网+，PPP概念，土地流转，小金属概念，标普道琼斯A股，PVC，土壤修复
002003,军工，卫星导航
002004,仿制药一致性评价，生物医药，民营医院，互联网医疗，健康中国，参股新三板，草甘膦，富时罗素概念股，标普道琼斯A股，分拆上市意愿，银屑病，小额贷款，抗癌
002005,ST板块，台湾概念股，节能照明，横琴新区，家用电器，电子商务，紫光系，小间距LED
002006,光伏概念，机器人概念，碳纤维，工业机器人，新能源，太阳能，多晶硅
002007,生物疫苗，禽流感，超级真菌，生物医药，MSCI预期，富时罗素概念股，送转填权，标普道琼斯A股，单抗，医保目录，流感，手足口病，乙肝治疗，血液制品，基因疗法
002008,消费电子，苹果概念，蓝宝石，3D打印，节能照明，机器人概念，养老概念，锂电池，宁德时代概念，OLED，富时罗素概念股，标普道琼斯A股，激光，养老金持股，OLED设备制造，全面屏，光纤，引力波，激光器
002009,锂电池，小金属概念，机器人概念，风电，智能物流，工业4.0，垃圾分类，钴，节能环保，金属镍，动力电池回收，工业机器人，尾气治理，废品回收
002010,染料，新能源汽车，智能物流，移动支付，雄安新区，车联网，区块链，富时罗素概念股，MSCI概念，标普道琼斯A股，新能源整车，区块链底层，区块链应用，新能源物流车，国开行，丁二烯，机构重仓，参股新股
002011,华为概念，机器人概念，宁德时代概念，核电，节能环保，工业4.0，新能源汽车，雄安新区，高铁，创投，轨道交通，工业机器人，雄安地热，国开行，传感器，新能源，合同能源管理，地热能，多晶硅
002012,氟化工，区块链，互联网金融，燃料电池，壳资源，军工，氢能源，三季报预增，区块链应用，人民币升值，村镇银行，超级电容
002013,国产航母，无人机，军工，高端装备，央企国资改革，MSCI预期，富时罗素概念股，标普道琼斯A股，国改双百行动，中航系，阅兵，航天军工，机构重仓
002014,供销社，机构重仓
002015,壳资源，股权转让，涤纶
002016,广东自贸区，土地流转，粤港澳大湾区，横琴新区，富时罗素概念股，标普道琼斯A股，养老金持股，珠海主题公园
002017,金融IC，5G，移动支付，横琴新区，物联网，央企国资改革，新基建，物联网传输层，医保目录，移动金融，电子信息，NFC，移动互联网
002018,草甘膦，天然气，期货概念，参股券商
002019,生物医药，MSCI预期，富时罗素概念股，新材料概念，标普道琼斯A股，银屑病，胰岛素，创新药，医保目录，维生素，可降解塑料
002020,仿制药一致性评价，眼科医疗，生物医药，参股券商，富时罗素概念股，标普道琼斯A股，医疗器械概念，地震，仿制药，抗癌，医保目录
002021,ST板块，壳资源，电子商务，期货概念
002022,医疗器械概念，证金持股，分子诊断，埃博拉概念，流感，体外诊断，抗艾滋病，血液制品，手足口病，医保目录
002023,集成电路概念，5G，芯片概念，通用航空，军工，军民融合，空铁WIFI，富时罗素概念股，标普道琼斯A股，芯片制造，砷化镓，私人飞机
002024,物流电商平台，参股万达商业，农村电商，电子商务，金改，供应链金融，互联网金融，二胎概念，家用电器，跨境电商，互联网保险，足球概念，互联网+，阿里巴巴概念，电子竞技，体育产业，消费金融，新零售，MSCI概念，无人零售，宁德时代概念，车联网，
002025,军工，卫星导航，央企国资改革，智能穿戴，富时罗素概念股，标普道琼斯A股，航天系，阅兵，仪电仪表，航空航天，航天军工，嫦娥概念，太空互联网
002026,创投，机器人概念，工业机器人
002027,电子竞技，文化传媒，阿里巴巴概念，体育产业，MSCI概念，股权转让，富时罗素概念股，标普道琼斯A股，广告营销，小额贷款，移动互联网，中概股回归
002028,标普道琼斯A股，特高压，充电桩，智能电网，举牌，电力物联网，富时罗素概念股，三季报预增，轨道交通，储能，超级电容，中巴经济走廊，低碳，节能电机
002029,人民币贬值受益，蚂蚁金服概念，互联网+，金改，互联网保险，养老金持股，存准率扩围
002030,高校，创投，超级真菌，食品安全，禽流感，生物疫苗，基因测序，参股新三板，参股保险，医疗器械概念，富时罗素概念股，标普道琼斯A股，分子诊断，寨卡病毒概念，抗癌，登革热，埃博拉概念，体外诊断，基因芯片，抗艾滋病，流感，塑化剂，医保目录
002031,创投，机器人概念，工业4.0，人工智能，三季报预增，新基建，工业机器人，参股民营银行
002032,家用电器，MSCI预期，富时罗素概念股，标普道琼斯A股，大消费，国际板，机构重仓
002033,旅游
002034,垃圾分类，PPP概念，节能环保，举牌，固废处理，标普道琼斯A股，垃圾发电
002035,家用电器，富时罗素概念股，标普道琼斯A股，世界杯
002036,消费电子，无线充电，苹果概念，虚拟现实，特斯拉，集成电路概念，智能穿戴，无人驾驶，华为概念，创投，OLED，超清视频，增强现实，指纹技术，VR设备，3D玻璃
002037,军工，央企国资改革，西部开发
002038,生物医药，民营医院，互联网医疗，生物疫苗，参股新三板，MSCI预期，富时罗素概念股，送转填权，标普道琼斯A股，大消费，单抗，抗癌，医保目录
002039,电力改革，央企国资改革
002040,一带一路，长江经济带，航运港口，黄金水道，地方国资改革，江苏国资改革
002041,玉米，农业种植，人造肉，乡村振兴，生态农业，贸易战受益股，农垦改革，转基因，玉米种业，生物育种
002042,粤港澳大湾区，东盟自贸区，人民币贬值受益，创投，富时罗素概念股，标普道琼斯A股
002043,电子商务，林场改革
002044,基因测序，健康中国，MSCI概念，富时罗素概念股，标普道琼斯A股
002045,智能音箱，苹果概念，创投，锂电池，特斯拉，家用电器，人民币贬值受益，新能源汽车，正极材料，元器件
002046,军民融合，军工，高端装备，农机，央企国资改革，乡村振兴，超硬材料，铁路基建
002047,装配式建筑，一带一路，股权转让，电子商务，二维码识别，物联网，智慧城市，富时罗素概念股，标普道琼斯A股，物联网应用层，基建工程，恒大概念
002048,汽车电子，特斯拉，富时罗素概念股，标普道琼斯A股，中德合作
002049,集成电路概念，芯片概念，ETC，金融IC，节能照明，移动支付，蓝宝石，军工，5G，华为概念，标普道琼斯A股，富时罗素概念股，芯片设计，存储芯片，紫光系，核高基，超级计算机，交通一卡通，国产替代，换芯，地方国资改革
002050,MSCI预期，家用电器，燃料电池，光伏概念，新能源汽车，特斯拉，富时罗素概念股，标普道琼斯A股，蔚来汽车概念，元器件，机构重仓
002051,一带一路，水利，央企国资改革，标普道琼斯A股，中非合作，基建工程
002052,举牌，电子信息，三网融合
002053,天然气，风电，三季报预增，聚氯乙烯，新能源，食盐，调味品，地方国资改革，云南国资改革
002054,猪肉，创投，壳资源，参股新三板，参股券商，参股银行，国资驰援，氢能源，三季报预增
002055,无人驾驶，华为概念，车联网，汽车电子，互联网金融，互联网+，OLED，新能源汽车，无线充电，国资驰援，独角兽概念，共享汽车，共享经济，元器件
002056,稀土永磁，小金属概念，新材料概念，PM2.5，特斯拉，光伏概念，锂电池，军工，无线充电，苹果概念，富时罗素概念股，华为概念，期货概念，工业互联网，标普道琼斯A股，固态电池，正极材料，永磁高铁，新能源，空气净化
002057,稀土永磁，小金属概念，燃料电池，锂电池，央企国资改革，债转股，新能源汽车，创投，送转填权，军工，金属锰，安徽自贸区，元器件
002058,壳资源，创投，核电，传感器
002059,美丽中国，央企国资改革，参股银行，旅游
002060,水利，PPP概念，风电，光伏概念，粤港澳大湾区，生物质能，轨道交通，广东国资改革，地方国资改革
002061,PPP概念，富时罗素概念股，标普道琼斯A股，聚碳酸酯，环氧树脂，地方国资改革，浙江国资改革
002062,光伏概念，PPP概念，充电桩，机器人概念，轨道交通，工业机器人，太阳能，新型城镇化
002063,国产软件，人工智能，云计算，横琴新区，军工，军民融合，区块链，创投，大数据，电力物联网，富时罗素概念股，标普道琼斯A股，区块链应用，电子信息
002064,富时罗素概念股，标普道琼斯A股，氨纶，参股民营银行
002065,人工智能，智慧城市，云计算，互联网医疗，智能医疗，国产软件，互联网金融，互联网+，参股保险，雄安新区，人脸识别，腾讯概念，区块链，MSCI概念，富时罗素概念股，标普道琼斯A股，兜底增持，海南自贸区，区块链底层，雄安软件，京东概念，参股民营银
002066,新材料概念，中材系，金属镁
002067,土地流转，长三角一体化，生物医药，参股新三板，人民币升值
002068,煤化工，新材料概念，节能环保，举牌，炭黑，地方国资改革
002069,乡村振兴，电子商务，台湾概念股，海洋经济，水域改革
002071,文化传媒，旅游，影视娱乐
002072,ST板块，跨境电商，壳资源，京津冀一体化
002073,小金属概念，职业教育，工业4.0，机器人概念，物联网，知识产权保护，电子标签，服务机器人，TMT，青岛自贸区，电子信息
002074,智能电网，锂电池，新能源汽车，充电桩，北汽新能源，MSCI预期，富时罗素概念股，华为概念，标普道琼斯A股，动力电池回收，储能，固态电池，锂电制造，正极材料，新能源，大上海，仪电仪表
002075,标普道琼斯A股，云计算，大数据，新基建
002076,创投，充电桩，电子商务，PM2.5，节能照明，无人机，节能环保，参股新三板，锂电池，新能源汽车，宁德时代概念，锂电设备，空气净化
002077,芯片概念，集成电路概念，军工，光伏概念，节能环保，创投，固废处理，激光，引力波，新能源，地方国资改革
002078,富时罗素概念股，MSCI预期，标普道琼斯A股，养老金持股，人民币升值
002079,集成电路概念，芯片概念，智能穿戴，苹果概念，虚拟现实，物联网，华为概念，VR设备，物联网感知层，芯片封装测试，芯片设计，手势识别，太阳能，航天军工，传感器，新能源，元器件
